"
Ministero dell'Istruzione - Ufficio Scolastico Regionale per la Sicilia
Palermo;ISTITUTO SUPERIORE;PAIS039008;I.I.S. G. D'ALESSANDRO;VIA S. IGNAZIO DI LOYOLA;90011;045;BAGHERIA;PAIS039008@istruzione.it;PAIS039008@pec.istruzione.it;091962583;90022300827
Palermo;ISTITUTO SUPERIORE;PAIS041008;F.PAOLO CASCINO (EX III ALBERGH);VIA FATTORI, 60;90146;070;PALERMO;PAIS041008@istruzione.it;PAIS041008@pec.istruzione.it;0916701243;97357930821
Palermo;SCUOLA PRIMO GRADO;PAMM00700N;CESAREO G.A.;VIA G. PARATORE,36;90124;041;PALERMO;PAMM00700N@istruzione.it;PAMM00700N@pec.istruzione.it;091444700;80015200829
Palermo;SCUOLA PRIMO GRADO;PAMM01500L;S.M.S.  RAIMONDO FRANCHETTI;VIALE AMEDEO D'AOSTA N.52/54;90123;041;PALERMO;PAMM01500L@istruzione.it;PAMM01500L@pec.istruzione.it;0916214041;80020300820
Palermo;SCUOLA PRIMO GRADO;PAMM01900X;LEONARDO DA VINCI;VIA SERRADIFALCO,190;90145;043;PALERMO;PAMM01900X@istruzione.it;PAMM01900X@pec.istruzione.it;0916814341;80022630828
Palermo;SCUOLA PRIMO GRADO;PAMM02300G;PECORARO ANTONINO;PIAZZA     EUROPA 110;90146;070;PALERMO;PAMM02300G@istruzione.it;PAMM02300G@pec.istruzione.it;091518848;80015120829
Palermo;SCUOLA PRIMO GRADO;PAMM03600N;SCUOLA SEC. DI 1? V.E. ORLANDO;VIA        LUSSEMBURGO   103;90146;070;PALERMO;PAMM03600N@istruzione.it;PAMM03600N@pec.istruzione.it;091517873;80013000825
Palermo;SCUOLA PRIMO GRADO;PAMM041005;GRAMSCI ANTONIO;VIA G.LA LOGGIA,214;90129;041;PALERMO;PAMM041005@istruzione.it;PAMM041005@pec.istruzione.it;0916572226;80019240821
Palermo;SCUOLA PRIMO GRADO;PAMM05000X;PUBLIO VIRGILIO MARONE;VIA VALDEMONE, 7;90144;070;PALERMO;PAMM05000X@istruzione.it;PAMM05000X@pec.istruzione.it;091511018;80050550823
Palermo;SCUOLA PRIMO GRADO;PAMM06400T;SMS SCIANNA C.;VIA DE SPUCHES, 4;90011;045;BAGHERIA;PAMM06400T@istruzione.it;PAMM06400T@pec.istruzione.it;091943017;81002590826
Palermo;SCUOLA PRIMO GRADO;PAMM09900R;MISILMERI-GUASTELLA C.;VIA ETTORE MAJORANA - C.DA GABATUTTI;90036;045;MISILMERI;PAMM09900R@istruzione.it;PAMM09900R@pec.istruzione.it;0918731154;97171340827
Palermo;SCUOLA PRIMO GRADO;PAMM12600X;VILLABATE-PALUMBO P.;VIA G. TOMASI DI LAMPEDUSA SNC;90039;045;VILLABATE;PAMM12600X@istruzione.it;PAMM12600X@pec.istruzione.it;0916142456;80020900827
Palermo;SCUOLA PRIMO GRADO;PAMM138006;BORGESE-XXVII MAGGIO;PIAZZA CONTARDO FERRINI,13;90146;070;PALERMO;PAMM138006@istruzione.it;PAMM138006@pec.istruzione.it;0916713244;80013140829
Palermo;CPIA;PAMM15600Q;CPIA PALERMO 2;SALITA SAN GIROLAMO;90018;046;TERMINI IMERESE;PAMM15600Q@istruzione.it;PAMM15600Q@pec.istruzione.it;0918128433;96024800821
Palermo;CPIA;PAMM15700G;CPIA PALERMO 1;VIA DELL'USIGNOLO N.5;90125;070;PALERMO;PAMM15700G@istruzione.it;PAMM15700G@pec.istruzione.it;0916478452;97308560826
Palermo;LICEO CLASSICO;PAPC01000V;LICEO GINNASIO DI STATO (F. SCADUTO);VIA DANTE 22;90011;045;BAGHERIA;PAPC01000V@istruzione.it;PAPC01000V@pec.istruzione.it;091961359;90007790828
Palermo;LICEO CLASSICO;PAPC030004;MELI;VIA S.ALDISIO,2;90146;070;PALERMO;PAPC030004@istruzione.it;PAPC030004@pec.istruzione.it;00916884720;80017420821
Palermo;LICEO CLASSICO;PAPC04000P;GARIBALDI;VIA        CANONICO ROTOLO;90143;069;PALERMO;PAPC04000P@istruzione.it;PAPC04000P@pec.istruzione.it;091589624;80025620826
Palermo;LICEO CLASSICO;PAPC09000Q;UMBERTO I;VIA        FILIPPO PARLATORE 26 C;90145;043;PALERMO;PAPC09000Q@istruzione.it;PAPC09000Q@pec.istruzione.it;0916817263;80012420826
Palermo;LICEO CLASSICO;PAPC11000Q;VITTORIO EMANUELE II;VIA        SIMONE DA BOLOGNA 11;90134;039;PALERMO;PAPC11000Q@istruzione.it;PAPC11000Q@pec.istruzione.it;091581942;80019200825
Palermo;ISTITUTO MAGISTRALE;PAPM010003;FINOCCHIARO APRILE;VIA        CILEA;90144;070;PALERMO;PAPM010003@istruzione.it;PAPM010003@pec.istruzione.it;091343509;80016800825
Palermo;ISTITUTO MAGISTRALE;PAPM02000N;DE COSMI;VIA  LEONARDO RUGGERI 15;90135;043;PALERMO;PAPM02000N@istruzione.it;PAPM02000N@pec.istruzione.it;091402581;80018400822
Palermo;ISTITUTO MAGISTRALE;PAPM04000V;IM REGINA MARGHERITA;PIAZZETTA  S. SALVATORE 1;90134;039;PALERMO;PAPM04000V@istruzione.it;PAPM04000V@pec.istruzione.it;091334424;80019900820
Palermo;ISTITUTO MAGISTRALE;PAPM07000P;"LICEO SCIENZE UMANE E LING. ""D. DOLCI""";VIA FICHIDINDIA;90124;041;PALERMO;PAPM07000P@istruzione.it;PAPM07000P@pec.istruzione.it;0916307454;97163270826
Palermo;ISTITUTO MAGISTRALE;PAPM100009;NINNI CASSARA;VIA DON ORIONE 44;90142;070;PALERMO;PAPM100009@istruzione.it;PAPM100009@pec.istruzione.it;091545307;97291730824
Palermo;ISTITUTO MAGISTRALE;PAPM12000E;ISTITUTO MAGISTRALE DI CACCAMO;LARGO PIETRO SPICA;90012;046;CACCAMO;PAPM12000E@istruzione.it;PAPM12000E@pec.istruzione.it;;
Palermo;LICEO SCIENTIFICO;PAPS010002;GALILEI;VIA        DANIMARCA 54;90146;070;PALERMO;PAPS010002@istruzione.it;PAPS010002@pec.istruzione.it;091515231;80012700821
Palermo;LICEO SCIENTIFICO;PAPS02000L;"LICEO SCIENTIFICO STATALE ""S.CANNIZZARO""";VIA GEN. ARIMONDI 14;90143;069;PALERMO;PAPS02000L@istruzione.it;PAPS02000L@pec.istruzione.it;091347266;80014480828
Palermo;LICEO SCIENTIFICO;PAPS05000C;ALBERT EINSTEIN;VIA A. VIVALDI N  60;90145;043;PALERMO;PAPS05000C@istruzione.it;PAPS05000C@pec.istruzione.it;0916823640;80012740827
Palermo;LICEO SCIENTIFICO;PAPS060003;ERNESTO BASILE;VIA SAN CIRO  23;90124;041;PALERMO;PAPS060003@istruzione.it;PAPS060003@pec.istruzione.it;0916302800;80017840820
Palermo;LICEO SCIENTIFICO;PAPS080008;LS SANTI SAVARINO;C/DA TURRISI S.N.;90047;044;PARTINICO;PAPS080008@istruzione.it;PAPS080008@pec.istruzione.it;0918780462;80018020828
Palermo;LICEO SCIENTIFICO;PAPS100008;BENEDETTO CROCE;VIA        BENFRATELLI 4;90134;039;PALERMO;PAPS100008@istruzione.it;PAPS100008@pec.istruzione.it;0916512200;80017140825
Palermo;LICEO SCIENTIFICO;PAPS24000G;LICEO SCIENTIFICO STATALE NICOLO'PALMERI;PIAZZA G. SANSONE 12;90018;046;TERMINI IMERESE;PAPS24000G@istruzione.it;PAPS24000G@pec.istruzione.it;0918144145;96030480824
Palermo;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;PARH01000Q;P.BORSELLINO;PIAZZETTA  G. BELLISSIMA 3;90133;070;PALERMO;PARH01000Q@istruzione.it;PARH01000Q@pec.istruzione.it;0916710933;80017640824
Palermo;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;PARH02000A;"I.P.S.S.E.O.A. ""PIETRO PIAZZA""";CORSO DEI MILLE N. 181;90123;041;PALERMO;PARH02000A@istruzione.it;PARH02000A@pec.istruzione.it;0916101012;97133380820
Palermo;IST PROF INDUSTRIA E ARTIGIANATO;PARI010007;S.D'ACQUISTO BAGHERIA;VIA CONSOLARE, 111;90011;045;BAGHERIA;PARI010007@istruzione.it;PARI010007@pec.istruzione.it;091903070;81002830826
Palermo;LICEO ARTISTICO;PASL01000V;"LICEO ARTISTICO STATALE  "" E. CATALANO """;VIA A. LA MARMORA N. 66;90143;069;PALERMO;PASL01000V@istruzione.it;PASL01000V@pec.istruzione.it;091342074;80015360821
Palermo;ISTITUTO TECNICO COMMERCIALE;PATD050008;DON LUIGI STURZO;VIA SANT'IGNAZIO DI LOYOLA 7;90011;045;BAGHERIA;PATD050008@istruzione.it;PATD050008@pec.istruzione.it;091931656;81002090827
Palermo;IST TEC COMMERCIALE E PER GEOMETRI;PATD09000P;CARLO ALBERTO DALLA CHIESA;CORSO DEI MILLE 517;90047;044;PARTINICO;PATD09000P@istruzione.it;PATD09000P@pec.istruzione.it;0918781948;97005240821
Palermo;ISTITUTO TECNICO INDUSTRIALE;PATF030009;ITI VITTORIO EMANUELE III;VIA  DUCA DELLA VERDURA 48;90143;069;PALERMO;PATF030009@istruzione.it;PATF030009@pec.istruzione.it;091307922;80017700826
Palermo;ISTITUTO TECNICO PER IL TURISMO;PATN01000Q;MARCO POLO;VIA UGO LA MALFA 113;90146;070;PALERMO;PATN01000Q@istruzione.it;PATN01000Q@pec.istruzione.it;0916886878;80012780823
Palermo;CONVITTO NAZIONALE;PAVC010006;GIOVANNI FALCONE;PIAZZA     SETT'ANGELI         3;90134;039;PALERMO;PAVC010006@istruzione.it;PAVC010006@pec.istruzione.it;0916118916;97050570825
Palermo;EDUCANDATO;PAVE010005;EDUCANDATO STATALE MARIA ADELAIDE;CORSO CALATAFIMI, 86;90129;041;PALERMO;PAVE010005@istruzione.it;PAVE010005@pec.istruzione.it;0916572233;80016390827
Ragusa;DIREZIONE DIDATTICA;RGEE004002;PALAZZELLO;VIA MONTE CERVINO;97100;052;RAGUSA;RGEE004002@istruzione.it;RGEE004002@pec.istruzione.it;0932080636;80003070887
Ragusa;DIREZIONE DIDATTICA;RGEE009005;MARIELE VENTRE;VIA PICCININI S.N.;97100;052;RAGUSA;RGEE009005@istruzione.it;RGEE009005@pec.istruzione.it;0932252060;92020930886
Ragusa;DIREZIONE DIDATTICA;RGEE011005;PAOLO VETRI;VIA DELLE PALME 13;97100;052;RAGUSA;RGEE011005@istruzione.it;RGEE011005@pec.istruzione.it;0932228151;92020890882
Ragusa;DIREZIONE DIDATTICA;RGEE01400L;PRIMO CIRCOLO COMISO  DE AMICIS;VIA DEGLI STUDI N.22;97013;053;COMISO;RGEE01400L@istruzione.it;RGEE01400L@pec.istruzione.it;0932961655;82001160884
Ragusa;DIREZIONE DIDATTICA;RGEE02100Q;PIANO GESU';VIA PASCOLI 9;97015;054;MODICA;RGEE02100Q@istruzione.it;RGEE02100Q@pec.istruzione.it;0932943258;81003690880
Ragusa;DIREZIONE DIDATTICA;RGEE02600V;POZZALLO CIRCOLO DIDATTICO;VIA ISOLE FILIPPINE SNC;97016;054;POZZALLO;RGEE02600V@istruzione.it;RGEE02600V@pec.istruzione.it;0932956450;81001290881
Ragusa;DIREZIONE DIDATTICA;RGEE03500N;VITTORIA QUARTO CIRCOLO;VIA EMANUELA LOI, 21;97019;053;VITTORIA;RGEE03500N@istruzione.it;RGEE03500N@pec.istruzione.it;0932984478;82002400883
Ragusa;ISTITUTO COMPRENSIVO;RGIC80100C;IST. COMP. LUIGI CAPUANA;P.ZZA MARTIRI D'UNGHERIA N.4;97010;052;GIARRATANA;RGIC80100C@istruzione.it;RGIC80100C@pec.istruzione.it;0932974383;80005770880
Ragusa;ISTITUTO COMPRENSIVO;RGIC802008;LEONARDO SCIASCIA;VIA MALFA' 32;97010;053;VITTORIA;RGIC802008@istruzione.it;RGIC802008@pec.istruzione.it;09321836028;91002500881
Ragusa;ISTITUTO COMPRENSIVO;RGIC80500Q;"IST. COMPR. ""GESUALDO BUFALINO""";VIA SALSO, 40;97013;053;COMISO;RGIC80500Q@istruzione.it;RGIC80500Q@pec.istruzione.it;0932729113;91007950883
Ragusa;ISTITUTO COMPRENSIVO;RGIC80600G;S.A.GUASTELLA;CORSO      EUROPA              1;97012;052;CHIARAMONTE GULFI;RGIC80600G@istruzione.it;RGIC80600G@pec.istruzione.it;0932922021;92020720881
Ragusa;ISTITUTO COMPRENSIVO;RGIC80700B;LEONARDO DA  VINCI;CORSO      UMBERTO             88;97014;054;ISPICA;RGIC80700B@istruzione.it;RGIC80700B@pec.istruzione.it;0932950050;90012260882
Ragusa;ISTITUTO COMPRENSIVO;RGIC809003;S. MARTA - E. CIACERI;VIA VITTORIO VENETO, 9;97015;054;MODICA;RGIC809003@istruzione.it;RGIC809003@pec.istruzione.it;0932941968;90012190881
Ragusa;ISTITUTO COMPRENSIVO;RGIC810007;CARLO AMORE;PIAZZA CARMELO OTTAVIANO, S.N.;97015;054;MODICA;RGIC810007@istruzione.it;RGIC810007@pec.istruzione.it;0932774033;90012230885
Ragusa;ISTITUTO COMPRENSIVO;RGIC811003;ANTONIO AMORE;VIALE PAPA GIOVANNI XXIII;97016;054;POZZALLO;RGIC811003@istruzione.it;RGIC811003@pec.istruzione.it;0932957612;90012220886
Ragusa;ISTITUTO COMPRENSIVO;RGIC81200V;I.C. DON LORENZO MILANI;VIA BIANCOSPINO;97018;054;SCICLI;RGIC81200V@istruzione.it;RGIC81200V@pec.istruzione.it;0932832609;90012170883
Ragusa;ISTITUTO COMPRENSIVO;RGIC81300P;ELIO VITTORINI;VIA ALLENDE - DONNALUCATA;97018;054;SCICLI;RGIC81300P@istruzione.it;RGIC81300P@pec.istruzione.it;0932930052;90012160884
Ragusa;ISTITUTO COMPRENSIVO;RGIC81400E;PSAUMIDE CAMARINENSE;PIAZZA DEGLI STUDI, 3;97017;052;SANTA CROCE CAMERINA;RGIC81400E@istruzione.it;RGIC81400E@pec.istruzione.it;0932825199;92020770886
Ragusa;ISTITUTO COMPRENSIVO;RGIC81500A;SAN BIAGIO;P.ZZA G. BRUNO, 9;97019;053;VITTORIA;RGIC81500A@istruzione.it;RGIC81500A@pec.istruzione.it;3666366977;82000760882
Ragusa;ISTITUTO COMPRENSIVO;RGIC816006;G. VERGA;VIA ROMA, SN;97013;053;COMISO;RGIC816006@istruzione.it;RGIC816006@pec.istruzione.it;0932961233;82001520889
Ragusa;ISTITUTO COMPRENSIVO;RGIC81800T;G. ROGASI;CORSO      VITTORIO VENETO     36;97016;054;POZZALLO;RGIC81800T@istruzione.it;RGIC81800T@pec.istruzione.it;0932953147;90012130887
Ragusa;ISTITUTO COMPRENSIVO;RGIC82000T;BERLINGUER;VIA BERLINGUER;97100;052;RAGUSA;RGIC82000T@istruzione.it;RGIC82000T@pec.istruzione.it;0932248462;92020790884
Ragusa;ISTITUTO COMPRENSIVO;RGIC82200D;FRANCESCO CRISPI;VIA        V.E.ORLANDO,7;97100;052;RAGUSA;RGIC82200D@istruzione.it;RGIC82200D@pec.istruzione.it;0932621053;92020820889
Ragusa;ISTITUTO COMPRENSIVO;RGIC824005;MARIA SCHININA';VIA CANOVA;97100;052;RAGUSA;RGIC824005@istruzione.it;RGIC824005@pec.istruzione.it;0932247764;80003090885
Ragusa;ISTITUTO COMPRENSIVO;RGIC825001;RAFFAELE POIDOMANI;VIA RESISTENZA PARTIGIANA,165;97015;054;MODICA;RGIC825001@istruzione.it;RGIC825001@pec.istruzione.it;0932454895;90025990889
Ragusa;ISTITUTO COMPRENSIVO;RGIC82600R;GIOVANNI DANTONI;VIA PERASSO, 2;97018;054;SCICLI;RGIC82600R@istruzione.it;RGIC82600R@pec.istruzione.it;0932831464;81000610881
Ragusa;ISTITUTO COMPRENSIVO;RGIC82700L;FRANCESCO PAPPALARDO;VIA G. DI VITTORIO  S.N.;97019;053;VITTORIA;RGIC82700L@istruzione.it;RGIC82700L@pec.istruzione.it;0932519033;91015770885
Ragusa;ISTITUTO COMPRENSIVO;RGIC82800C;FILIPPO TRAINA;VIA CACCIATORI DELLE ALPI,  N^401;97019;053;VITTORIA;RGIC82800C@istruzione.it;RGIC82800C@pec.istruzione.it;0932802071;91015810889
Ragusa;ISTITUTO COMPRENSIVO;RGIC829008;PORTELLA DELLA GINESTRA;VIA G. PASCOLI, 27;97019;053;VITTORIA;RGIC829008@istruzione.it;RGIC829008@pec.istruzione.it;0932864594;91015600884
Ragusa;ISTITUTO COMPRENSIVO;RGIC83000C;PADRE PIO DA PIETRELCINA;VIA VITTORIO VENETO N. 79;97014;054;ISPICA;RGIC83000C@istruzione.it;RGIC83000C@pec.istruzione.it;0932793318;90026030883
Ragusa;ISTITUTO COMPRENSIVO;RGIC831008;S. QUASIMODO;VIA FIERAMOSCA 39;97100;052;RAGUSA;RGIC831008@istruzione.it;RGIC831008@pec.istruzione.it;0932256856;92020900889
Ragusa;ISTITUTO COMPRENSIVO;RGIC832004;CAP. PUGLISI;VIA DUCA D'AOSTA, 91;97011;053;ACATE;RGIC832004@istruzione.it;RGIC832004@pec.istruzione.it;09321831965;91016750886
Ragusa;ISTITUTO COMPRENSIVO;RGIC83300X;I.C. VANN'ANTO';VIA        LEONCAVALLO N? 3;97100;052;RAGUSA;RGIC83300X@istruzione.it;RGIC83300X@pec.istruzione.it;0932622397;92038980881
Ragusa;ISTITUTO COMPRENSIVO;RGIC83400Q;"I.C. ""GIOVANNI XXIII - COLONNA""";VIA MILANO, N. 21;97019;053;VITTORIA;RGIC83400Q@istruzione.it;RGIC83400Q@pec.istruzione.it;0932981180;91018770882
Ragusa;ISTITUTO COMPRENSIVO;RGIC83500G;GIUSEPPE CARUANO;VIA FILIPPO MORGANTE, 35;97019;053;VITTORIA;RGIC83500G@istruzione.it;RGIC83500G@pec.istruzione.it;0932992881;91018780881
Ragusa;ISTITUTO COMPRENSIVO;RGIC83600B;LUIGI PIRANDELLO;VIALE DELLA RESISTENZA 51;97013;053;COMISO;RGIC83600B@istruzione.it;RGIC83600B@pec.istruzione.it;0932961245;91021070882
Ragusa;ISTITUTO COMPRENSIVO;RGIC837007;GIACOMO ALBO - GIOVANNI XXIII';VIA FURIO CAMILLO 40;97015;054;MODICA;RGIC837007@istruzione.it;RGIC837007@pec.istruzione.it;0932780275;90033440885
Ragusa;ISTITUTO SUPERIORE;RGIS00200C;GAETANO CURCIO;VIA  ANDREOLI N. 2;97014;054;ISPICA;RGIS00200C@istruzione.it;RGIS00200C@pec.istruzione.it;0932950024;81002810885
Ragusa;ISTITUTO SUPERIORE;RGIS003008;GIOSUE' CARDUCCI;VIA        ROMA;97013;053;COMISO;RGIS003008@istruzione.it;RGIS003008@pec.istruzione.it;0932961666;91008020884
Ragusa;ISTITUTO SUPERIORE;RGIS004004;GIOVANNI VERGA;PIAZZA BADEN POWELL 1;97015;054;MODICA;RGIS004004@istruzione.it;RGIS004004@pec.istruzione.it;0932903462;90012270881
Ragusa;ISTITUTO SUPERIORE;RGIS00600Q;GIORGIO LA PIRA;VIA E. GIUNTA N. 5;97016;054;POZZALLO;RGIS00600Q@istruzione.it;RGIS00600Q@pec.istruzione.it;0932953326;90012290889
Ragusa;ISTITUTO SUPERIORE;RGIS00800B;QUINTINO CATAUDELLA;VIALE DEI FIORI, 13 - SCICLI;97018;054;SCICLI;RGIS00800B@istruzione.it;RGIS00800B@pec.istruzione.it;0932831962;90012100880
Ragusa;ISTITUTO SUPERIORE;RGIS012003;G.MARCONI.;PIAZZA GRAMSCI 4;97019;053;VITTORIA;RGIS012003@istruzione.it;RGIS012003@pec.istruzione.it;0932981481;82000980886
Ragusa;ISTITUTO SUPERIORE;RGIS01300V;GALILEO FERRARIS;VIA NICCOLO' TOMMASEO,5;97100;052;RAGUSA;RGIS01300V@istruzione.it;RGIS01300V@pec.istruzione.it;0932252860;80003290881
Ragusa;ISTITUTO SUPERIORE;RGIS01400P;GIUSEPPE MAZZINI;VIA CURTATONE S.N.;97019;053;VITTORIA;RGIS01400P@istruzione.it;RGIS01400P@pec.istruzione.it;0932985170;82001840881
Ragusa;ISTITUTO SUPERIORE;RGIS01600A;"I.I.S ""GALILEI-CAMPAILLA""";PIAZZALE BADEN POWELL N.10;97015;054;MODICA;RGIS01600A@istruzione.it;RGIS01600A@pec.istruzione.it;0932764379;90026940883
Ragusa;ISTITUTO SUPERIORE;RGIS017006;ENRICO FERMI;VIA  COMO N.435;97019;053;VITTORIA;RGIS017006@istruzione.it;RGIS017006@pec.istruzione.it;0932984360;91017490888
Ragusa;ISTITUTO SUPERIORE;RGIS018002;G.B. VICO - UMBERTO I - R. GAGLIARDI;VIALE DEI PLATANI N.180;97100;052;RAGUSA;RGIS018002@istruzione.it;RGIS018002@pec.istruzione.it;0932255474;92040000884
Ragusa;ISTITUTO SUPERIORE;RGIS02100T;ARCHIMEDE;VIA        FABRIZIO 10;97015;054;MODICA;RGIS02100T@istruzione.it;RGIS02100T@pec.istruzione.it;0932904012;90030220884
Ragusa;CPIA;RGMM07700P;C.P.I.A. RAGUSA;VIA GIORDANO BRUNO S.N.;97100;052;RAGUSA;RGMM07700P@istruzione.it;RGMM07700P@pec.istruzione.it;0932675847;92040010883
Ragusa;LICEO SCIENTIFICO;RGPS01000R;FERMI;V.LE       EUROPA;97100;052;RAGUSA;RGPS01000R@istruzione.it;RGPS01000R@pec.istruzione.it;0932251136;92020910888
Ragusa;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;RGRH020005;PRINCIPI GRIMALDI;VIALE DEGLI OLEANDRI 19;97015;054;MODICA;RGRH020005@istruzione.it;RGRH020005@pec.istruzione.it;0932762991;90006570882
Ragusa;ISTITUTO TECNICO COMMERCIALE;RGTD03000T;F. BESTA;VIA ALDO MORO N. 2;97100;052;RAGUSA;RGTD03000T@istruzione.it;RGTD03000T@pec.istruzione.it;0932255564;92041030880
Siracusa;DIREZIONE DIDATTICA;SREE01300N;"I C.D. ""E. DE AMICIS"" AVOLA";VIALE LIDO, 3;96012;056;AVOLA;SREE01300N@istruzione.it;SREE01300N@pec.istruzione.it;0931318802;83000910899
Siracusa;ISTITUTO COMPRENSIVO;SRIC801009;II I.C. FALCONE-BORSELLINO SR;VIA DELLA MADONNA, 51;96010;059;SIRACUSA;SRIC801009@istruzione.it;SRIC801009@pec.istruzione.it;0931719485;80002310896
Siracusa;ISTITUTO COMPRENSIVO;SRIC802005;"IV I.C. ""G. VERGA"" SIRACUSA";VIA MADRE TERESA DI CALCUTTA, 10;96100;059;SIRACUSA;SRIC802005@istruzione.it;SRIC802005@pec.istruzione.it;0931705215;80002470898
Siracusa;ISTITUTO COMPRENSIVO;SRIC80500L;"I.C. ""N. MARTOGLIO"" SIRACUSA";VIA MONS. CARACCIOLO, 2;96100;059;SIRACUSA;SRIC80500L@istruzione.it;SRIC80500L@pec.istruzione.it;0931493439;93060980898
Siracusa;ISTITUTO COMPRENSIVO;SRIC80600C;VII I.C. G.A. COSTANZO SIRACUSA;VIALE SANTA PANAGIA, 162;96100;059;SIRACUSA;SRIC80600C@istruzione.it;SRIC80600C@pec.istruzione.it;0931758333;80002030890
Siracusa;ISTITUTO COMPRENSIVO;SRIC807008;"XI I.C. ""ARCHIA"" SIRACUSA";VIA MONTE TOSA, 1;96100;059;SIRACUSA;SRIC807008@istruzione.it;SRIC807008@pec.istruzione.it;0931740011;93039450890
Siracusa;ISTITUTO COMPRENSIVO;SRIC808004;"XII I.C. ""V. BRANCATI"" SIRACUSA";PIAZZA EURIALO, 16;96100;059;SIRACUSA;SRIC808004@istruzione.it;SRIC808004@pec.istruzione.it;0931744736;80007550892
Siracusa;ISTITUTO COMPRENSIVO;SRIC80900X;XV  I.C.  P. ORSI  SIRACUSA;PIAZZA DELLA REPUBBLICA, 15;96100;059;SIRACUSA;SRIC80900X@istruzione.it;SRIC80900X@pec.istruzione.it;093168350;80002710897
Siracusa;ISTITUTO COMPRENSIVO;SRIC810004;"XVI I.C. ""S. CHINDEMI"" SIRACUSA";VIA BASILICATA, 1;96100;059;SIRACUSA;SRIC810004@istruzione.it;SRIC810004@pec.istruzione.it;0931411817;93039390898
Siracusa;ISTITUTO COMPRENSIVO;SRIC81100X;"XIV I.C. ""K. WOJTYLA"" SIRACUSA";VIA TUCIDIDE, 5;96100;059;SIRACUSA;SRIC81100X@istruzione.it;SRIC81100X@pec.istruzione.it;093137234;93039350892
Siracusa;ISTITUTO COMPRENSIVO;SRIC81200Q;"X I.C. "" E. GIARACA' "" SIRACUSA";VIA GELA, 22;96100;059;SIRACUSA;SRIC81200Q@istruzione.it;SRIC81200Q@pec.istruzione.it;0931754888;80004590891
Siracusa;ISTITUTO COMPRENSIVO;SRIC81300G;"XIII I.C.""ARCHIMEDE"" SIRACUSA";VIA CADUTI DI NASSIRIYA, 3;96100;059;SIRACUSA;SRIC81300G@istruzione.it;SRIC81300G@pec.istruzione.it;0931493437;80006240891
Siracusa;ISTITUTO COMPRENSIVO;SRIC81400B;"II I.C. ""O. M. CORBINO"" AUGUSTA";VIA E. CORBINO 50;96011;058;AUGUSTA;SRIC81400B@istruzione.it;SRIC81400B@pec.istruzione.it;0931997800;81002120897
Siracusa;ISTITUTO COMPRENSIVO;SRIC816003;I I.C. VERGA  CANICATTINI BAGNI;VIA UMBERTO, 341;96010;059;CANICATTINI BAGNI;SRIC816003@istruzione.it;SRIC816003@pec.istruzione.it;0931945134;93039260893
Siracusa;ISTITUTO COMPRENSIVO;SRIC81700V;"I I.C. ""E. VITTORINI"" SOLARINO";VIA SOLFERINO,70;96010;059;SOLARINO;SRIC81700V@istruzione.it;SRIC81700V@pec.istruzione.it;0931921002;80001970898
Siracusa;ISTITUTO COMPRENSIVO;SRIC81900E;"I.C. ""CARLO V"" CARLENTINI";VIA DELLO STADIO, 32;96013;057;CARLENTINI;SRIC81900E@istruzione.it;SRIC81900E@pec.istruzione.it;095993791;82000270890
Siracusa;ISTITUTO COMPRENSIVO;SRIC82100E;"I I.C. ""E. DE AMICIS""  FLORIDIA";VIA DE AMICIS, 1;96014;059;FLORIDIA;SRIC82100E@istruzione.it;SRIC82100E@pec.istruzione.it;0931941753;93039420893
Siracusa;ISTITUTO COMPRENSIVO;SRIC823006;"I I.C. ""PIRANDELLO"" CARLENTINI";VIA P. NENNI, 3;96013;057;CARLENTINI;SRIC823006@istruzione.it;SRIC823006@pec.istruzione.it;0957832690;91009850891
Siracusa;ISTITUTO COMPRENSIVO;SRIC824002;"IV I.C. ""QUASIMODO"" FLORIDIA";VIALE VITTORIO VENETO, 92;96014;059;FLORIDIA;SRIC824002@istruzione.it;SRIC824002@pec.istruzione.it;0931941385;80002230896
Siracusa;ISTITUTO COMPRENSIVO;SRIC82500T;"II I.C. ""A. VOLTA"" FLORIDIA";VIA COLOMBO, 30;96014;059;FLORIDIA;SRIC82500T@istruzione.it;SRIC82500T@pec.istruzione.it;0931941086;93039560896
Siracusa;ISTITUTO COMPRENSIVO;SRIC828009;"III I.C. ""S. LUCIA"" SIRACUSA";VIALE  TEOCRITO,  63;96100;059;SIRACUSA;SRIC828009@istruzione.it;SRIC828009@pec.istruzione.it;093160376;93039370890
Siracusa;ISTITUTO COMPRENSIVO;SRIC829005;VIII I.C. E. VITTORINI SIRACUSA;VIA REGIA CORTE, 15;96100;059;SIRACUSA;SRIC829005@istruzione.it;SRIC829005@pec.istruzione.it;093137085;80002370890
Siracusa;ISTITUTO COMPRENSIVO;SRIC830009;"III I.C. ""S. TODARO"" AUGUSTA";VIA  GRAMSCI SNC;96011;058;AUGUSTA;SRIC830009@istruzione.it;SRIC830009@pec.istruzione.it;0931993733;90004080892
